4beb52d8d9ec24085669500b03e4dc;;;;;;;;;;;;;;;
52294614b51ef6bf0986ea3aad6788;;;;;Robotic;;;;;;;;;;
6d44179da1563592c5e344b692971e;;;;;;;;;;;;;Didn't understand/couldn't answer;;
9ca122597c1202b50061404326cd1d;Expectations Met/Exceeded;;;accurate answers;;;;;;;;;;;
c334bbab21038ec5b0e8ef2532ca98;;;;;;;;;general answers;;;Needed keywords;Didn't understand/couldn't answer;;
dd245671ec7246a2ddf0308bf900ed;Expectations Met/Exceeded;;;accurate answers;;;;;;;;;Didn't understand/couldn't answer;;
7bc26d20092c35be168b3c702b3ff5;;;;;;;;;;Expectations not met;;;;;
b8e63eafb8b739a9afbdc07936e3d9;;;;;;Can't ask follow-up questions/ dialog too short;;;general answers;Expectations not met;;;;;
0f7453ed7e2a7d60350698c1343c32;Expectations Met/Exceeded;;;;;;;clear answers/precise/detailed;;;;;;;
de6c54120f63fc4a569c1735655b4e;Expectations Met/Exceeded;;;;;;;;;;;;;;
be07cc2f28ed5eafa09a432ff5f14c;;;;;;;;;;;;Needed keywords;;;
70dc75e8c252d187be492c1be79b33;Expectations Met/Exceeded;;;;;;fast answer;;;;;;Didn't understand/couldn't answer;;
7981a2cb007ba83846ba25c00b163f;;;;;;;fast answer;;;;;;;;
430de41a3e698669b0b72ac6369fdd;;;;;;;;;;Expectations not met;;;Didn't understand/couldn't answer;;
9a2703aa0688484505f242f8bbf8d1;;;;;;Can't ask follow-up questions/ dialog too short;;;;Expectations not met;;;;;
373292acc466b7540b4da32575227f;;;;;;;;;;;;;Didn't understand/couldn't answer;;
7252eaa5da52fa0e0c9a7146d2c78b;;;;;;;;;;;;;Didn't understand/couldn't answer;;
88be59647581deb262307b4ba42c67;Expectations Met/Exceeded;;;;;;;;;;;;;;
4c56b791532b2baae6b7eba1a8af9b;Expectations Met/Exceeded;;;accurate answers;;;;clear answers/precise/detailed;;;;;;;
39f64ccdabe4372ed615752f572e41;Expectations Met/Exceeded;;;;;;;;;;;;;;
997737fd3e5a316e16a9fe575c3c94;Expectations Met/Exceeded;;;;;;;;;;;;;;
13c8e631cc837d9daaf64eb658a0f4;Expectations Met/Exceeded;;;;;;;;;;;;;;
2c956e456918b2d8207b052c82e8d9;Expectations Met/Exceeded;;;accurate answers;;;;clear answers/precise/detailed;;;;;;;
7b86ffdd1f544b2ff30b86ba8b8c25;Expectations Met/Exceeded;;;;;;;clear answers/precise/detailed;;;;;;;
bdd856b672ac99f02096f1b0fd6b03;;;;;;;;;;;Dialog too long/too many questions;;;;
562db0d432a4918a3e2b4fc1ab0ac9;Expectations Met/Exceeded;;;;;;;;general answers;;;;Didn't understand/couldn't answer;;
b31abe70f9457ba9f13dd77ae3863a;;;;;;;;;;Expectations not met;;;;;
b284d3f286ce58f9587ec7c8bdc73c;;;;;;;;;;Expectations not met;;;Didn't understand/couldn't answer;;
daddc76437d328b08c7c776782eb34;Expectations Met/Exceeded;;;;;;;;;;;;;;
ece2aa21ec41b1a612611f32724525;Expectations Met/Exceeded;;;;;;;clear answers/precise/detailed;;;;;;;
5b180aecb48b50aa0900c791e31b7e;;;;accurate answers;;;fast answer;clear answers/precise/detailed;;;;;;;
10fd97013def5584b50f75bf176ff9;Expectations Met/Exceeded;;;;;;;;general answers;;;;;;
36b2e74b2308778203e6aa1a67d368;;;;;;;;;;;;Needed keywords;Didn't understand/couldn't answer;;
da23555b7f227184db93069b8fe90d;Expectations Met/Exceeded;;;accurate answers;;;fast answer;;;;;;;;
f666f28aaa150b0282e569cdafa469;Expectations Met/Exceeded;;;;;;;;;;;;;;
6a545b2723bb8f31b6bbe95a2fd2e8;Expectations Met/Exceeded;;;;;;;;;;;;;;
30290a9c9bcd2bf161eb4c945c2281;;;;;;;;;;;;;Didn't understand/couldn't answer;;
bef4f95c2e4d20aa7762ff58cea744;;;;;;;;;;;Dialog too long/too many questions;;;;
85f5482a7b17efbf91e92f3aeafa23;;;;;;;;;;Expectations not met;Dialog too long/too many questions;;;;
5037c79044cefc022ea4be342d1fb3;Expectations Met/Exceeded;;;;;;;;general answers;Expectations not met;;;;;
46ec81c0f5b71b6c29ab9ab3dc6c99;;;;;;;;;general answers;Expectations not met;;;;;
362db4eff5c339f4119679dd8a63ec;;;;;;;;clear answers/precise/detailed;;;;;;;
3430e4045ec89d661a7f4d1d9fa659;;;;;;;;;;;;;Didn't understand/couldn't answer;;
2455f27c8aed531cb2046b35a292f8;Expectations Met/Exceeded;;;;;;fast answer;;;;;;Didn't understand/couldn't answer;;
680364a9f4d189548e98bc745564ec;;;;;;;;;general answers;Expectations not met;;;;;
