USER: 80dce4aa2bb6e4747dea90c91ca9fe || AGREED: True
USER: 1122e007efd6d6c220883470890125 || GOAL_INDICES: 0,3,3
USER: cb723f719b2f5633ede9aa7ae5926c || AGREED: True
USER: cb723f719b2f5633ede9aa7ae5926c || GROUP: hdc
USER: cb723f719b2f5633ede9aa7ae5926c || GOAL_INDICES: 3,0,1
USER: 6a142c3f0766e201573fad3a498a84 || AGREED: True
USER: 6a142c3f0766e201573fad3a498a84 || GROUP: faq
USER: 6a142c3f0766e201573fad3a498a84 || GOAL_INDICES: 0,4,0
USER: 6e6ed1b576c8f271b519a059d5bf0d || AGREED: True
USER: 6e6ed1b576c8f271b519a059d5bf0d || GROUP: hdc
USER: 6e6ed1b576c8f271b519a059d5bf0d || GOAL_INDICES: 3,2,3
USER: eb7cdc7219ceeb7b2862154329eca8 || AGREED: True
USER: eb7cdc7219ceeb7b2862154329eca8 || GROUP: faq
USER: eb7cdc7219ceeb7b2862154329eca8 || GOAL_INDICES: 3,3,1
USER: 9134a2d62dec15e5071b015eae0346 || AGREED: True
USER: 9134a2d62dec15e5071b015eae0346 || GROUP: hdc
USER: 9134a2d62dec15e5071b015eae0346 || GOAL_INDICES: 2,2,2
USER: 5de43e36ff95340991cc2c338f85da || AGREED: True
USER: 5de43e36ff95340991cc2c338f85da || GROUP: faq
USER: 5de43e36ff95340991cc2c338f85da || GOAL_INDICES: 1,1,2
USER: a29dd94e0f6aa64e2ca7fe7c42be6f || AGREED: True
USER: a29dd94e0f6aa64e2ca7fe7c42be6f || GROUP: hdc
USER: a29dd94e0f6aa64e2ca7fe7c42be6f || GOAL_INDICES: 1,4,4
USER: 443650e58eea05ea703d12d8b7cf06 || AGREED: True
USER: 443650e58eea05ea703d12d8b7cf06 || GROUP: faq
USER: 443650e58eea05ea703d12d8b7cf06 || GOAL_INDICES: 1,3,0
USER: ba401ddeae9aef6345d8c3dbddb3bf || AGREED: True
USER: ba401ddeae9aef6345d8c3dbddb3bf || GROUP: hdc
USER: ba401ddeae9aef6345d8c3dbddb3bf || GOAL_INDICES: 0,2,2
USER: 0109923cc9a91481389577e7d89df3 || AGREED: True
USER: 0109923cc9a91481389577e7d89df3 || GROUP: faq
USER: 0109923cc9a91481389577e7d89df3 || GOAL_INDICES: 3,2,3
USER: bf83f3984f247796d4437afe55ffa1 || AGREED: True
USER: bf83f3984f247796d4437afe55ffa1 || GROUP: hdc
USER: bf83f3984f247796d4437afe55ffa1 || GOAL_INDICES: 1,0,0
USER: e004be8181957be418d758d41b56e2 || AGREED: True
USER: e004be8181957be418d758d41b56e2 || GROUP: faq
USER: e004be8181957be418d758d41b56e2 || GOAL_INDICES: 0,1,4
USER: efe3e9656f07991690a7ef1d71908b || AGREED: True
USER: efe3e9656f07991690a7ef1d71908b || GROUP: hdc
USER: efe3e9656f07991690a7ef1d71908b || GOAL_INDICES: 0,1,1
USER: 4d1e5f75ce5b1667a380c39564e7c9 || AGREED: True
USER: 4d1e5f75ce5b1667a380c39564e7c9 || GROUP: faq
USER: 4d1e5f75ce5b1667a380c39564e7c9 || GOAL_INDICES: 1,4,2
USER: f38236a5f7c6508911e80b31f4182c || AGREED: True
USER: f38236a5f7c6508911e80b31f4182c || GROUP: hdc
USER: f38236a5f7c6508911e80b31f4182c || GOAL_INDICES: 2,3,3
USER: e72da9c2e198c53139a7c7be5dac00 || AGREED: True
USER: e72da9c2e198c53139a7c7be5dac00 || GROUP: faq
USER: e72da9c2e198c53139a7c7be5dac00 || GOAL_INDICES: 1,1,3
USER: bf4b5adecf96a4d3eccdcf42e32d91 || AGREED: True
USER: bf4b5adecf96a4d3eccdcf42e32d91 || GROUP: hdc
USER: bf4b5adecf96a4d3eccdcf42e32d91 || GOAL_INDICES: 2,1,4
USER: 67cba9f2d1db9fdeac97614b90d3d0 || AGREED: True
USER: 67cba9f2d1db9fdeac97614b90d3d0 || GROUP: faq
USER: 67cba9f2d1db9fdeac97614b90d3d0 || GOAL_INDICES: 0,2,2
USER: e5cb9660f35b9a87793344d8882510 || AGREED: True
USER: e5cb9660f35b9a87793344d8882510 || GROUP: hdc
USER: e5cb9660f35b9a87793344d8882510 || GOAL_INDICES: 1,0,0
USER: a8ce5b01446119bd11123e13fb1607 || AGREED: True
USER: a8ce5b01446119bd11123e13fb1607 || GROUP: faq
USER: a8ce5b01446119bd11123e13fb1607 || GOAL_INDICES: 2,4,4
USER: a3b3dff3fa294af607a57ff19c591d || AGREED: True
USER: a3b3dff3fa294af607a57ff19c591d || GROUP: hdc
USER: a3b3dff3fa294af607a57ff19c591d || GOAL_INDICES: 3,0,1
USER: 1d6610aff8f95079a27b87ed0804c5 || AGREED: True
USER: 1d6610aff8f95079a27b87ed0804c5 || GROUP: faq
USER: 1d6610aff8f95079a27b87ed0804c5 || GOAL_INDICES: 3,2,1
USER: 232cd8e82603855aebc8caa4d53fc1 || AGREED: True
USER: 232cd8e82603855aebc8caa4d53fc1 || GROUP: hdc
USER: 232cd8e82603855aebc8caa4d53fc1 || GOAL_INDICES: 0,1,1
USER: 000650684db95bdac754d1c314c481 || AGREED: True
USER: 000650684db95bdac754d1c314c481 || GROUP: faq
USER: 000650684db95bdac754d1c314c481 || GOAL_INDICES: 2,3,3
USER: cac9a5318d3797da3251fd50c19f03 || AGREED: True
USER: cac9a5318d3797da3251fd50c19f03 || GROUP: cts_llm
USER: cac9a5318d3797da3251fd50c19f03 || GOAL_INDICES: 1,3,1
USER: 46f3844380df36ae14005f2774a7b8 || AGREED: True
USER: 46f3844380df36ae14005f2774a7b8 || GROUP: cts_llm
USER: 46f3844380df36ae14005f2774a7b8 || GOAL_INDICES: 3,1,3
USER: b2addfdd02c9573841583c9c41ea29 || AGREED: True
USER: b2addfdd02c9573841583c9c41ea29 || GROUP: cts_llm
USER: b2addfdd02c9573841583c9c41ea29 || GOAL_INDICES: 3,1,3
USER: 6e69a4eee06b1f4647b079822a2f81 || AGREED: True
USER: 6e69a4eee06b1f4647b079822a2f81 || GROUP: cts_llm
USER: 6e69a4eee06b1f4647b079822a2f81 || GOAL_INDICES: 2,0,2
USER: f2cb60fd5010d40e8c6d0b5a7ba1ae || AGREED: True
USER: f2cb60fd5010d40e8c6d0b5a7ba1ae || GROUP: cts_llm
USER: f2cb60fd5010d40e8c6d0b5a7ba1ae || GOAL_INDICES: 2,4,0
USER: 433066788d110cd7d6b72f9799cb3f || AGREED: True
USER: 433066788d110cd7d6b72f9799cb3f || GROUP: cts_llm
USER: 433066788d110cd7d6b72f9799cb3f || GOAL_INDICES: 1,0,4
USER: 67ee0a7b1af9a7d7356d215214b143 || AGREED: True
USER: 67ee0a7b1af9a7d7356d215214b143 || GROUP: cts_llm
USER: 67ee0a7b1af9a7d7356d215214b143 || GOAL_INDICES: 2,4,1
USER: 31f07491461d760f76a41e93f7a4f7 || AGREED: True
USER: 31f07491461d760f76a41e93f7a4f7 || GROUP: cts_llm
USER: 31f07491461d760f76a41e93f7a4f7 || GOAL_INDICES: 0,4,0
USER: 6c171bf9a771db712d6258f1b9b5bd || AGREED: True
USER: 6c171bf9a771db712d6258f1b9b5bd || GROUP: cts_llm
USER: 6c171bf9a771db712d6258f1b9b5bd || GOAL_INDICES: 2,0,1
USER: a94791e77121319303c1a57716330c || AGREED: True
USER: a94791e77121319303c1a57716330c || GROUP: cts_llm
USER: a94791e77121319303c1a57716330c || GOAL_INDICES: 1,0,1
USER: 7abf3bfc6c8d54c86b533a3007da6b || AGREED: True
USER: 7abf3bfc6c8d54c86b533a3007da6b || GROUP: cts_llm
USER: 7abf3bfc6c8d54c86b533a3007da6b || GOAL_INDICES: 1,3,2
USER: 8058de2991c08709fed0b8b0d6dc45 || AGREED: True
USER: 8058de2991c08709fed0b8b0d6dc45 || GROUP: cts_llm
USER: 8058de2991c08709fed0b8b0d6dc45 || GOAL_INDICES: 0,2,1
USER: 6b569c8e11fbba78bf7a5e2caf87f4 || AGREED: True
USER: 6b569c8e11fbba78bf7a5e2caf87f4 || GROUP: cts_llm
USER: 6b569c8e11fbba78bf7a5e2caf87f4 || GOAL_INDICES: 3,3,1
USER: e624f37f26b9649c4886ebbb3cecb9 || AGREED: True
USER: e624f37f26b9649c4886ebbb3cecb9 || GROUP: cts_llm
USER: e624f37f26b9649c4886ebbb3cecb9 || GOAL_INDICES: 1,1,4
USER: fa903b51969f8f4e59ad6eeaa97734 || AGREED: True
USER: fa903b51969f8f4e59ad6eeaa97734 || GROUP: cts_llm
USER: fa903b51969f8f4e59ad6eeaa97734 || GOAL_INDICES: 3,4,0
USER: 3517260a92ec2e0df0436202bfb6eb || AGREED: True
USER: 3517260a92ec2e0df0436202bfb6eb || GROUP: cts_llm
USER: 3517260a92ec2e0df0436202bfb6eb || GOAL_INDICES: 1,3,4
USER: eea1e7836583c5dd7406fd719bc973 || AGREED: True
USER: eea1e7836583c5dd7406fd719bc973 || GROUP: cts_llm
USER: eea1e7836583c5dd7406fd719bc973 || GOAL_INDICES: 0,4,0
USER: 529f300b63822660867384ecba74e3 || AGREED: True
USER: 529f300b63822660867384ecba74e3 || GROUP: cts_llm
USER: 529f300b63822660867384ecba74e3 || GOAL_INDICES: 0,3,3
USER: a722ec341a709d3577f0f41dc95d38 || AGREED: True
USER: a722ec341a709d3577f0f41dc95d38 || GROUP: cts_llm
USER: a722ec341a709d3577f0f41dc95d38 || GOAL_INDICES: 3,4,0
USER: f0e2214857af98bd3770821518f137 || AGREED: True
USER: f0e2214857af98bd3770821518f137 || GROUP: cts_llm
USER: f0e2214857af98bd3770821518f137 || GOAL_INDICES: 2,1,1
USER: 7df945f62ba868cac3707ef681f018 || AGREED: True
USER: 7df945f62ba868cac3707ef681f018 || GROUP: cts_llm
USER: 7df945f62ba868cac3707ef681f018 || GOAL_INDICES: 1,1,2
USER: 6a5d8c1eba14dcfb24523d8de94fe4 || AGREED: True
USER: 6a5d8c1eba14dcfb24523d8de94fe4 || GROUP: cts_llm
USER: 6a5d8c1eba14dcfb24523d8de94fe4 || GOAL_INDICES: 3,1,1
USER: 599e1b82b85859bf5b1f6651efe3bf || AGREED: True
USER: 599e1b82b85859bf5b1f6651efe3bf || GROUP: cts_llm
USER: 599e1b82b85859bf5b1f6651efe3bf || GOAL_INDICES: 0,0,4
USER: 954201158613ce9098104a01786b76 || AGREED: True
USER: 954201158613ce9098104a01786b76 || GROUP: cts_llm
USER: 954201158613ce9098104a01786b76 || GOAL_INDICES: 3,2,4
USER: 2b9e4520afac76414ed6284c1a8348 || AGREED: True
USER: 2b9e4520afac76414ed6284c1a8348 || GROUP: cts_llm
USER: 2b9e4520afac76414ed6284c1a8348 || GOAL_INDICES: 0,4,3
USER: aec449b2c898300d2dba0644c6fbdc || AGREED: True
USER: aec449b2c898300d2dba0644c6fbdc || GROUP: hdc
USER: aec449b2c898300d2dba0644c6fbdc || GOAL_INDICES: 1,4,0
USER: 332d8a15d0978c8b69a9cb798902ae || AGREED: True
USER: 332d8a15d0978c8b69a9cb798902ae || GROUP: hdc
USER: 332d8a15d0978c8b69a9cb798902ae || GOAL_INDICES: 2,3,1
USER: b236cea485ea82f6eb2258a1138625 || AGREED: True
USER: b236cea485ea82f6eb2258a1138625 || GROUP: hdc
USER: b236cea485ea82f6eb2258a1138625 || GOAL_INDICES: 3,1,2
USER: 0de0133db091c6cd88cca0c3d70675 || AGREED: True
USER: 0de0133db091c6cd88cca0c3d70675 || GROUP: hdc
USER: 0de0133db091c6cd88cca0c3d70675 || GOAL_INDICES: 0,0,3
USER: 8e274a16d03e42f6ad7564c681b846 || AGREED: True
USER: 8e274a16d03e42f6ad7564c681b846 || GROUP: hdc
USER: 8e274a16d03e42f6ad7564c681b846 || GOAL_INDICES: 2,4,0
USER: 98838e0fabe776077835900567fe77 || AGREED: True
USER: 98838e0fabe776077835900567fe77 || GROUP: hdc
USER: 98838e0fabe776077835900567fe77 || GOAL_INDICES: 0,4,1
USER: 5cca9bd9892e3f913357472ddd2e57 || AGREED: True
USER: 5cca9bd9892e3f913357472ddd2e57 || GROUP: hdc
USER: 5cca9bd9892e3f913357472ddd2e57 || GOAL_INDICES: 0,2,4
USER: 07334d4eedc0b8077df4f89e62ee02 || AGREED: True
USER: 07334d4eedc0b8077df4f89e62ee02 || GROUP: hdc
USER: 07334d4eedc0b8077df4f89e62ee02 || GOAL_INDICES: 1,2,4
USER: 69052686eced1d7234ff4f76a44f6f || AGREED: True
USER: 69052686eced1d7234ff4f76a44f6f || GROUP: hdc
USER: 69052686eced1d7234ff4f76a44f6f || GOAL_INDICES: 0,3,1
USER: 89093c7379795e53aead945132ebb9 || AGREED: True
USER: 89093c7379795e53aead945132ebb9 || GROUP: hdc
USER: 89093c7379795e53aead945132ebb9 || GOAL_INDICES: 3,4,4
USER: 71873d5d8d7025ec1e717ea45d93d1 || AGREED: True
USER: 71873d5d8d7025ec1e717ea45d93d1 || GROUP: hdc
USER: 71873d5d8d7025ec1e717ea45d93d1 || GOAL_INDICES: 2,1,3
USER: cc641306573301cebaaae5367d6038 || AGREED: True
USER: cc641306573301cebaaae5367d6038 || GROUP: hdc
USER: cc641306573301cebaaae5367d6038 || GOAL_INDICES: 1,4,2
USER: 4ed4484310919400e73f46ee9d35ad || AGREED: True
USER: 4ed4484310919400e73f46ee9d35ad || GROUP: hdc
USER: 4ed4484310919400e73f46ee9d35ad || GOAL_INDICES: 0,0,2
USER: 4e18f539d7ca22c41081899b74be6b || AGREED: True
USER: 4e18f539d7ca22c41081899b74be6b || GROUP: hdc
USER: 4e18f539d7ca22c41081899b74be6b || GOAL_INDICES: 3,3,0
USER: afa75bd7fb1be9f2d67755c9ba5262 || AGREED: True
USER: afa75bd7fb1be9f2d67755c9ba5262 || GROUP: hdc
USER: afa75bd7fb1be9f2d67755c9ba5262 || GOAL_INDICES: 3,3,2
USER: fb70fb9a2cfa54fed38188d9e70ec2 || AGREED: True
USER: fb70fb9a2cfa54fed38188d9e70ec2 || GROUP: hdc
USER: fb70fb9a2cfa54fed38188d9e70ec2 || GOAL_INDICES: 0,2,1
USER: d22082d1438ac16d4b06bd47246a0d || AGREED: True
USER: d22082d1438ac16d4b06bd47246a0d || GROUP: hdc
USER: d22082d1438ac16d4b06bd47246a0d || GOAL_INDICES: 2,4,3
USER: 1b9145d1d36ee5a4af1fd329d22168 || AGREED: True
USER: 1b9145d1d36ee5a4af1fd329d22168 || GROUP: hdc
USER: 1b9145d1d36ee5a4af1fd329d22168 || GOAL_INDICES: 1,4,0
USER: 13bec8a37d8b798c6d50d6774ee04d || AGREED: True
USER: 13bec8a37d8b798c6d50d6774ee04d || GROUP: hdc
USER: 13bec8a37d8b798c6d50d6774ee04d || GOAL_INDICES: 0,0,3
USER: a57292819d50f24e294d14b878f760 || AGREED: True
USER: a57292819d50f24e294d14b878f760 || GROUP: hdc
USER: f32e6fc5471a4cdf8f03fa7ca502a7 || AGREED: True
USER: f32e6fc5471a4cdf8f03fa7ca502a7 || GROUP: hdc
USER: f32e6fc5471a4cdf8f03fa7ca502a7 || GOAL_INDICES: 2,2,2
