USER: 80dce4aa2bb6e4747dea90c91ca9fe || AGREED: True
USER: 1122e007efd6d6c220883470890125 || GOAL_INDICES: 0,3,3
USER: cb723f719b2f5633ede9aa7ae5926c || AGREED: True
USER: cb723f719b2f5633ede9aa7ae5926c || GROUP: hdc
USER: cb723f719b2f5633ede9aa7ae5926c || GOAL_INDICES: 3,0,1
USER: 6a142c3f0766e201573fad3a498a84 || AGREED: True
USER: 6a142c3f0766e201573fad3a498a84 || GROUP: faq
USER: 6a142c3f0766e201573fad3a498a84 || GOAL_INDICES: 0,4,0
USER: 6e6ed1b576c8f271b519a059d5bf0d || AGREED: True
USER: 6e6ed1b576c8f271b519a059d5bf0d || GROUP: hdc
USER: 6e6ed1b576c8f271b519a059d5bf0d || GOAL_INDICES: 3,2,3
USER: eb7cdc7219ceeb7b2862154329eca8 || AGREED: True
USER: eb7cdc7219ceeb7b2862154329eca8 || GROUP: faq
USER: eb7cdc7219ceeb7b2862154329eca8 || GOAL_INDICES: 3,3,1
USER: 9134a2d62dec15e5071b015eae0346 || AGREED: True
USER: 9134a2d62dec15e5071b015eae0346 || GROUP: hdc
USER: 9134a2d62dec15e5071b015eae0346 || GOAL_INDICES: 2,2,2
USER: 5de43e36ff95340991cc2c338f85da || AGREED: True
USER: 5de43e36ff95340991cc2c338f85da || GROUP: faq
USER: 5de43e36ff95340991cc2c338f85da || GOAL_INDICES: 1,1,2
USER: a29dd94e0f6aa64e2ca7fe7c42be6f || AGREED: True
USER: a29dd94e0f6aa64e2ca7fe7c42be6f || GROUP: hdc
USER: a29dd94e0f6aa64e2ca7fe7c42be6f || GOAL_INDICES: 1,4,4
USER: 443650e58eea05ea703d12d8b7cf06 || AGREED: True
USER: 443650e58eea05ea703d12d8b7cf06 || GROUP: faq
USER: 443650e58eea05ea703d12d8b7cf06 || GOAL_INDICES: 1,3,0
USER: ba401ddeae9aef6345d8c3dbddb3bf || AGREED: True
USER: ba401ddeae9aef6345d8c3dbddb3bf || GROUP: hdc
USER: ba401ddeae9aef6345d8c3dbddb3bf || GOAL_INDICES: 0,2,2
USER: 0109923cc9a91481389577e7d89df3 || AGREED: True
USER: 0109923cc9a91481389577e7d89df3 || GROUP: faq
USER: 0109923cc9a91481389577e7d89df3 || GOAL_INDICES: 3,2,3
USER: bf83f3984f247796d4437afe55ffa1 || AGREED: True
USER: bf83f3984f247796d4437afe55ffa1 || GROUP: hdc
USER: bf83f3984f247796d4437afe55ffa1 || GOAL_INDICES: 1,0,0
USER: e004be8181957be418d758d41b56e2 || AGREED: True
USER: e004be8181957be418d758d41b56e2 || GROUP: faq
USER: e004be8181957be418d758d41b56e2 || GOAL_INDICES: 0,1,4
USER: efe3e9656f07991690a7ef1d71908b || AGREED: True
USER: efe3e9656f07991690a7ef1d71908b || GROUP: hdc
USER: efe3e9656f07991690a7ef1d71908b || GOAL_INDICES: 0,1,1
USER: 4d1e5f75ce5b1667a380c39564e7c9 || AGREED: True
USER: 4d1e5f75ce5b1667a380c39564e7c9 || GROUP: faq
USER: 4d1e5f75ce5b1667a380c39564e7c9 || GOAL_INDICES: 1,4,2
USER: f38236a5f7c6508911e80b31f4182c || AGREED: True
USER: f38236a5f7c6508911e80b31f4182c || GROUP: hdc
USER: f38236a5f7c6508911e80b31f4182c || GOAL_INDICES: 2,3,3
USER: e72da9c2e198c53139a7c7be5dac00 || AGREED: True
USER: e72da9c2e198c53139a7c7be5dac00 || GROUP: faq
USER: e72da9c2e198c53139a7c7be5dac00 || GOAL_INDICES: 1,1,3
USER: bf4b5adecf96a4d3eccdcf42e32d91 || AGREED: True
USER: bf4b5adecf96a4d3eccdcf42e32d91 || GROUP: hdc
USER: bf4b5adecf96a4d3eccdcf42e32d91 || GOAL_INDICES: 2,1,4
USER: 67cba9f2d1db9fdeac97614b90d3d0 || AGREED: True
USER: 67cba9f2d1db9fdeac97614b90d3d0 || GROUP: faq
USER: 67cba9f2d1db9fdeac97614b90d3d0 || GOAL_INDICES: 0,2,2
USER: e5cb9660f35b9a87793344d8882510 || AGREED: True
USER: e5cb9660f35b9a87793344d8882510 || GROUP: hdc
USER: e5cb9660f35b9a87793344d8882510 || GOAL_INDICES: 1,0,0
USER: a8ce5b01446119bd11123e13fb1607 || AGREED: True
USER: a8ce5b01446119bd11123e13fb1607 || GROUP: faq
USER: a8ce5b01446119bd11123e13fb1607 || GOAL_INDICES: 2,4,4
USER: a3b3dff3fa294af607a57ff19c591d || AGREED: True
USER: a3b3dff3fa294af607a57ff19c591d || GROUP: hdc
USER: a3b3dff3fa294af607a57ff19c591d || GOAL_INDICES: 3,0,1
USER: 1d6610aff8f95079a27b87ed0804c5 || AGREED: True
USER: 1d6610aff8f95079a27b87ed0804c5 || GROUP: faq
USER: 1d6610aff8f95079a27b87ed0804c5 || GOAL_INDICES: 3,2,1
USER: 232cd8e82603855aebc8caa4d53fc1 || AGREED: True
USER: 232cd8e82603855aebc8caa4d53fc1 || GROUP: hdc
USER: 232cd8e82603855aebc8caa4d53fc1 || GOAL_INDICES: 0,1,1
USER: 000650684db95bdac754d1c314c481 || AGREED: True
USER: 000650684db95bdac754d1c314c481 || GROUP: faq
USER: 000650684db95bdac754d1c314c481 || GOAL_INDICES: 2,3,3
